STN,DATE,TIME,DEWP,STP,TEMP,SLP,VISIB,WDSP,PRCP,SNDP,FRSHTT,CLDC,WNDDIR
488910,2019-01-28,11:39:52,22.5,1004.0,22.9,1006.6,11.6,7.8,0.00,0.0,000000,46.8,330
488915,2019-01-28,11:39:52,21.8,1006.2,22.9,999.6,9.4,8.4,0.00,0.0,000000,72.5,267
488926,2019-01-28,11:39:52,20.0,1004.6,24.7,1017.9,9.9,5.5,0.00,0.0,000000,2.3,270
483280,2019-01-28,11:39:52,19.6,991.5,26.1,1010.9,5.9,2.5,0.00,0.0,000000,81.4,87
485576,2019-01-28,11:39:52,22.5,1006.3,23.1,989.1,9.9,9.6,0.00,0.0,000000,45.5,89
485577,2019-01-28,11:39:52,22.8,1006.7,23.1,1034.6,6.8,23.8,0.00,0.0,000000,18.6,162
488671,2019-01-28,11:39:52,21.1,961.7,24.0,968.3,9.3,7.3,0.00,0.0,000000,35.4,59
488665,2019-01-28,11:39:52,18.7,924.8,21.9,948.8,10.5,9.7,0.00,0.0,000000,97.9,176
485650,2019-01-28,11:39:52,24.1,1006.5,23.1,1009.8,10.3,8.9,0.04,0.0,010000,95.5,41
485660,2019-01-28,11:39:52,21.4,1034.6,23.2,1010.5,8.8,10.5,0.00,0.0,000000,15.5,300
485640,2019-01-28,11:39:52,22.9,1017.8,23.2,1009.4,11.9,9.1,0.00,0.0,000000,50.5,143
483820,2019-01-28,11:39:52,19.6,994.2,25.2,1011.9,5.9,3.7,0.00,0.0,000000,51.7,282
483810,2019-01-28,11:39:52,15.1,992.7,23.6,1013.9,6.1,8.2,0.01,0.0,010000,50.2,91
484610,2019-01-28,11:39:53,22.7,1004.2,23.5,1011.3,6.3,7.2,0.00,0.0,000000,34.2,193
488671,2019-01-28,11:39:53,21.1,961.7,24.0,968.6,9.4,7.2,0.00,0.0,000000,35.4,59
488665,2019-01-28,11:39:53,18.7,924.8,24.2,948.7,10.6,9.6,0.00,0.0,000000,97.9,176
485680,2019-01-28,11:39:53,21.6,1009.0,25.5,1011.7,10.1,23.9,0.11,0.0,010000,50.5,342
488450,2019-01-28,11:39:53,21.6,1012.1,23.0,1013.1,20.5,4.1,0.00,0.0,000000,79.2,15
488510,2019-01-28,11:39:53,18.4,1011.6,21.3,1037.9,6.0,8.5,0.00,0.0,000000,66.6,81
483030,2019-01-28,11:39:53,19.2,1021.4,25.1,1015.2,7.8,0.6,0.00,0.0,000000,64.6,174
484075,2019-01-28,11:39:53,20.7,1014.8,23.8,1006.8,8.7,4.7,0.00,0.0,000000,61.3,149
484076,2019-01-28,11:39:53,14.7,1014.0,23.9,1035.7,6.3,5.1,0.00,0.0,000000,57.7,18
489006,2019-01-28,11:39:53,21.8,991.3,26.9,987.1,10.9,1.5,0.00,0.0,000000,21.4,348
489005,2019-01-28,11:39:53,19.3,1007.3,26.6,1004.9,9.4,4.1,0.00,0.0,000000,9.3,112
489000,2019-01-28,11:39:53,20.1,1011.3,27.6,1011.2,12.8,9.1,0.00,0.0,000000,68.2,301
485320,2019-01-28,11:39:53,23.7,1008.6,24.1,1009.4,10.5,5.2,0.00,0.0,000000,3.1,29
489070,2019-01-28,11:39:53,19.6,1011.0,26.3,1011.4,21.6,10.3,0.00,0.0,000000,63.1,275
484550,2019-01-28,11:39:53,22.1,1009.5,24.0,1011.3,8.4,5.9,0.00,0.0,000000,42.3,194
488640,2019-01-28,11:39:52,20.3,1010.9,23.7,1012.0,10.0,11.0,0.00,0.0,000000,31.2,2
488695,2019-01-28,11:39:52,17.0,949.8,24.9,940.5,13.1,2.2,0.00,0.0,000000,84.3,44
488520,2019-01-28,11:39:52,15.0,1014.5,24.2,1016.8,14.5,11.0,0.05,0.0,010000,57.7,317
488515,2019-01-28,11:39:52,18.4,1006.8,22.9,987.2,9.1,9.9,0.00,0.0,000000,67.2,199
484750,2019-01-28,11:39:52,19.0,1010.0,27.0,1012.0,6.0,6.5,0.00,0.0,000000,94.5,339
483790,2019-01-28,11:39:52,20.4,978.2,28.8,1011.4,9.1,3.3,0.00,0.0,000000,58.4,147
483780,2019-01-28,11:39:52,18.5,1006.2,25.8,1012.1,6.1,2.1,0.00,0.0,000000,69.5,12
488630,2019-01-28,11:39:52,17.3,1008.6,22.8,1015.5,9.0,3.2,0.00,0.0,000000,82.8,91
483270,2019-01-28,11:39:53,18.5,994.9,23.8,1011.3,6.8,4.7,0.02,0.0,010000,59.5,146
489140,2019-01-28,11:39:53,22.9,1010.2,25.8,1011.9,19.0,10.3,0.00,0.0,000000,53.0,157
488525,2019-01-28,11:39:53,17.1,1004.5,21.7,976.3,9.1,8.0,0.00,0.0,000000,35.2,10
488526,2019-01-28,11:39:53,18.3,1006.8,23.3,1018.9,10.1,9.8,0.00,0.0,000000,27.7,137
485690,2019-01-28,11:39:53,24.9,1010.8,24.5,1011.1,10.8,7.5,0.09,0.0,010000,51.0,355
485670,2019-01-28,11:39:53,24.4,1007.1,24.6,1008.7,8.5,6.7,0.00,0.0,000000,47.2,241
485650,2019-01-28,11:39:53,23.0,1006.5,24.6,1009.8,10.2,9.0,0.04,0.0,010000,95.4,40
485660,2019-01-28,11:39:53,22.3,1034.6,29.3,1010.5,8.8,10.5,0.00,0.0,000000,15.5,300
485640,2019-01-28,11:39:53,22.9,1017.8,28.5,1009.4,12.0,9.2,0.00,0.0,000000,50.6,143
483280,2019-01-28,11:39:53,17.7,991.3,26.1,1010.9,5.8,2.5,0.00,0.0,000000,81.4,87
483900,2019-01-28,11:39:53,16.6,999.9,23.5,1016.1,9.1,11.7,0.00,0.0,000000,33.9,123
489470,2019-01-28,11:39:53,18.3,990.9,27.5,1008.3,13.0,4.0,0.00,0.0,000000,61.8,45
488660,2019-01-28,11:39:53,15.7,932.7,23.1,994.3,19.1,8.3,0.00,0.0,000000,50.1,93
489015,2019-01-28,11:39:53,22.5,1005.1,27.0,1010.2,10.7,4.2,0.00,0.0,000000,58.6,154
484780,2019-01-28,11:39:53,22.8,1008.3,29.1,1006.4,9.7,8.5,0.00,0.0,000000,58.7,54
483820,2019-01-28,11:39:53,17.6,994.2,25.2,1011.9,6.0,3.7,0.00,0.0,000000,51.8,283
483810,2019-01-28,11:39:53,16.4,992.7,25.5,1013.9,6.1,8.1,0.01,0.0,010000,50.2,91
488770,2019-01-28,11:39:53,17.3,1012.8,21.0,1009.7,16.9,9.9,0.00,0.0,000000,44.2,53
488750,2019-01-28,11:39:53,18.1,953.1,25.2,1014.3,11.1,20.0,0.00,0.0,000000,9.9,264
483032,2019-01-28,11:39:53,19.6,989.0,29.1,997.7,5.0,11.6,0.00,0.0,000000,74.1,72
483000,2019-01-28,11:39:53,19.2,978.9,25.3,1010.7,8.1,1.9,0.95,0.0,010000,50.8,53
483545,2019-01-28,11:39:53,16.5,986.6,22.6,1009.2,6.9,2.8,0.00,0.0,000000,68.8,343
483540,2019-01-28,11:39:53,15.8,1003.8,25.6,1009.2,5.6,6.4,0.00,0.0,000000,61.5,239
485576,2019-01-28,11:39:53,22.5,1006.1,29.6,989.0,9.8,9.6,0.00,0.0,000000,45.6,89
485577,2019-01-28,11:39:53,22.8,1006.8,28.4,1034.5,6.8,23.7,0.00,0.0,000000,18.6,162
488640,2019-01-28,11:39:53,20.3,1010.9,22.4,1012.0,10.1,10.9,0.00,0.0,000000,31.2,2
488695,2019-01-28,11:39:53,17.0,949.8,24.9,940.2,13.1,2.2,0.00,0.0,000000,84.3,44
488300,2019-01-28,11:39:53,6.5,991.0,25.5,1022.4,19.5,4.6,0.00,0.0,000000,22.3,78
485010,2019-01-28,11:39:53,23.7,1009.5,26.4,1010.0,7.2,3.9,0.04,0.0,010000,50.3,163
488630,2019-01-28,11:39:53,17.3,1008.6,22.8,1015.2,9.0,3.3,0.00,0.0,000000,82.8,91
483575,2019-01-28,11:39:53,21.9,1001.5,28.5,1005.7,10.9,3.3,0.00,0.0,000000,86.9,159
483570,2019-01-28,11:39:53,15.8,990.1,24.8,1005.3,12.3,3.3,0.00,0.0,000000,86.5,93
489180,2019-01-28,11:39:53,18.0,1009.3,21.0,1012.1,20.9,17.1,0.00,0.0,000000,10.6,105
489550,2019-01-28,11:39:53,16.8,1004.7,27.5,1010.6,23.9,9.0,0.00,0.0,000000,3.1,54
488676,2019-01-28,11:39:53,23.1,1006.7,27.1,1021.2,11.2,12.5,0.00,0.0,000000,76.9,258
488685,2019-01-28,11:39:53,16.9,1007.1,25.7,989.3,11.2,8.7,0.00,0.0,000000,43.3,216
484250,2019-01-28,11:39:53,21.7,1010.4,29.8,1012.9,8.3,2.8,0.00,0.0,000000,68.5,339
489400,2019-01-28,11:39:53,16.2,999.0,25.2,1008.8,9.9,3.6,0.00,0.0,000000,44.2,87
489350,2019-01-28,11:39:53,15.4,999.4,22.8,998.5,19.1,4.6,0.00,0.0,000000,57.1,205
483800,2019-01-28,11:39:53,23.3,1000.2,27.0,1009.8,3.4,1.3,0.00,0.0,000000,44.1,220
489100,2019-01-28,11:39:53,23.5,1009.8,26.6,1010.2,11.0,7.3,0.00,0.0,000000,28.0,145
484750,2019-01-28,11:39:53,19.8,1010.0,24.8,1011.9,6.0,6.4,0.00,0.0,000000,94.5,338
489041,2019-01-28,11:39:53,17.6,1010.6,24.1,1014.0,17.5,18.2,0.00,0.0,000000,91.5,347
489480,2019-01-28,11:39:53,16.8,1036.4,25.7,1021.4,12.4,3.4,0.00,0.0,000000,13.9,189
483750,2019-01-28,11:39:53,17.1,1005.4,24.9,1011.4,7.0,3.7,0.00,0.0,000000,27.8,141
483770,2019-01-28,11:39:53,13.7,1002.5,25.5,1006.9,2.2,13.0,0.00,0.0,000000,82.9,119
483530,2019-01-28,11:39:53,16.7,1004.4,23.1,1013.4,6.5,4.7,0.00,0.0,000000,50.9,194
488600,2019-01-28,11:39:53,18.1,1015.6,25.5,1016.4,17.9,3.4,0.00,0.0,000000,78.2,185
488520,2019-01-28,11:39:53,15.0,1014.5,25.6,1016.8,14.6,10.9,0.05,0.0,010000,57.7,317
488515,2019-01-28,11:39:53,18.4,1006.8,22.9,987.2,9.0,9.8,0.00,0.0,000000,67.2,199
483790,2019-01-28,11:39:53,20.4,978.2,28.8,1011.4,9.0,3.3,0.00,0.0,000000,58.4,148
483780,2019-01-28,11:39:53,18.5,1006.3,25.8,1012.1,6.2,2.1,0.00,0.0,000000,69.5,12
488460,2019-01-28,11:39:53,19.5,1020.7,20.9,1011.7,9.1,1.4,0.00,0.0,000000,79.1,173
488060,2019-01-28,11:39:53,11.1,932.7,21.8,1008.4,19.3,11.0,0.00,0.0,000000,11.7,337
484620,2019-01-28,11:39:53,18.1,1017.3,25.7,1012.0,6.4,6.2,0.00,0.0,000000,50.9,184
489300,2019-01-28,11:39:53,16.3,970.8,25.1,1005.3,11.9,5.6,0.00,0.0,000000,50.5,132
484260,2019-01-28,11:39:53,18.6,1044.2,30.0,1013.0,8.5,1.5,0.00,0.0,000000,59.8,354
488260,2019-01-28,11:39:53,10.9,1006.7,25.4,1019.0,7.6,7.4,0.00,0.0,000000,83.7,188
488910,2019-01-28,11:39:53,21.1,1004.0,28.8,1006.7,11.6,7.8,0.00,0.0,000000,46.8,330
488915,2019-01-28,11:39:53,21.8,1006.2,26.4,999.5,9.3,8.3,0.00,0.0,000000,72.5,267
488926,2019-01-28,11:39:53,20.0,1004.6,24.7,1018.1,9.8,5.5,0.00,0.0,000000,2.4,270
489125,2019-01-28,11:39:53,21.9,1007.6,28.4,990.1,11.5,5.3,0.00,0.0,000000,25.3,37
489130,2019-01-28,11:39:53,16.4,1010.5,26.1,1008.8,13.8,14.6,0.00,0.0,000000,52.6,227
488400,2019-01-28,11:39:53,12.7,1017.3,25.7,1018.8,15.4,5.5,0.00,0.0,000000,60.8,103
488230,2019-01-28,11:39:53,9.9,1019.7,25.7,1020.0,8.2,6.3,0.00,0.0,000000,66.4,78
488490,2019-01-28,11:39:53,21.5,1008.8,24.3,1013.5,11.9,8.8,0.00,0.0,000000,1.6,358
488676,2019-01-28,11:39:54,23.1,1006.7,27.1,1021.2,11.2,12.6,0.00,0.0,000000,77.0,258
488685,2019-01-28,11:39:54,16.9,1007.1,22.6,989.7,11.2,8.7,0.00,0.0,000000,43.3,216
489140,2019-01-28,11:39:54,22.0,1010.2,27.4,1011.9,19.1,10.3,0.00,0.0,000000,53.1,157
484780,2019-01-28,11:39:54,22.8,1008.4,29.1,1006.4,9.8,8.6,0.00,0.0,000000,58.7,54
489041,2019-01-28,11:39:54,17.6,1010.6,25.6,1014.0,17.4,18.1,0.00,0.0,000000,91.5,347
483900,2019-01-28,11:39:54,16.6,999.9,21.3,1016.1,9.1,11.8,0.00,0.0,000000,33.9,123
483032,2019-01-28,11:39:54,19.6,989.0,27.6,997.4,5.0,11.5,0.00,0.0,000000,74.1,72
489015,2019-01-28,11:39:54,23.6,1005.1,27.0,1010.3,10.8,4.2,0.00,0.0,000000,58.6,153
484610,2019-01-28,11:39:54,22.7,1004.2,28.3,1011.3,6.4,7.1,0.00,0.0,000000,34.2,192
483270,2019-01-28,11:39:54,18.5,995.0,26.1,1011.3,6.8,4.7,0.02,0.0,010000,59.4,146
483790,2019-01-28,11:39:54,21.7,978.2,27.0,1011.4,9.0,3.3,0.00,0.0,000000,58.4,148
483780,2019-01-28,11:39:54,18.5,1006.3,28.1,1012.1,6.1,2.1,0.00,0.0,000000,69.5,11
484550,2019-01-28,11:39:54,21.1,1009.5,27.0,1011.3,8.4,6.0,0.00,0.0,000000,42.2,195
484260,2019-01-28,11:39:54,18.6,1044.1,27.8,1013.0,8.5,1.6,0.00,0.0,000000,59.7,354
483800,2019-01-28,11:39:54,22.5,1000.2,28.9,1009.8,3.5,1.3,0.00,0.0,000000,44.0,220
485320,2019-01-28,11:39:54,22.8,1008.6,31.0,1009.4,10.6,5.1,0.00,0.0,000000,3.2,29
489400,2019-01-28,11:39:54,17.5,999.1,25.2,1008.8,9.8,3.6,0.00,0.0,000000,44.1,86
489350,2019-01-28,11:39:54,15.4,999.6,22.8,998.5,19.1,4.7,0.00,0.0,000000,57.1,205
489100,2019-01-28,11:39:54,22.6,1009.8,27.9,1010.2,11.0,7.2,0.00,0.0,000000,28.0,145
488520,2019-01-28,11:39:54,14.5,1014.5,26.7,1016.8,14.5,11.0,0.05,0.0,010000,57.7,316
488515,2019-01-28,11:39:54,17.5,1006.8,22.9,987.2,9.1,9.9,0.00,0.0,000000,67.2,199
488525,2019-01-28,11:39:54,18.3,1004.5,24.2,976.3,9.0,7.9,0.00,0.0,000000,35.1,11
488526,2019-01-28,11:39:54,17.2,1006.9,26.3,1018.9,10.2,9.9,0.00,0.0,000000,27.8,137
488260,2019-01-28,11:39:54,11.5,1006.7,26.3,1019.0,7.5,7.3,0.00,0.0,000000,47.1,188
485650,2019-01-28,11:39:54,24.1,1006.5,28.3,1009.8,10.3,8.9,0.04,0.0,010000,95.5,41
485660,2019-01-28,11:39:54,22.3,1034.6,31.0,1010.5,8.8,10.6,0.00,0.0,000000,15.5,300
485640,2019-01-28,11:39:54,22.9,1017.8,28.5,1009.4,12.0,9.2,0.00,0.0,000000,50.6,143
485690,2019-01-28,11:39:54,23.9,1010.8,29.6,1011.1,10.8,7.4,0.09,0.0,010000,51.0,355
485670,2019-01-28,11:39:54,24.4,1007.2,30.3,1008.7,8.6,6.8,0.00,0.0,000000,47.3,240
483545,2019-01-28,11:39:54,16.5,986.7,22.6,1009.2,6.9,2.8,0.00,0.0,000000,68.8,344
483540,2019-01-28,11:39:54,15.8,1003.8,25.6,1009.2,5.5,6.3,0.00,0.0,000000,61.6,239
483000,2019-01-28,11:39:54,19.2,978.9,26.8,1010.7,8.1,1.9,0.95,0.0,010000,50.8,53
489480,2019-01-28,11:39:54,15.5,1036.5,26.9,1021.4,12.4,3.5,0.00,0.0,000000,13.9,189
488750,2019-01-28,11:39:54,17.2,953.1,26.8,1014.3,11.0,20.1,0.00,0.0,000000,9.9,264
485576,2019-01-28,11:39:54,22.5,1006.0,29.6,989.0,9.9,9.7,0.00,0.0,000000,45.5,89
485577,2019-01-28,11:39:54,22.6,1006.7,26.9,1034.4,6.8,23.8,0.00,0.0,000000,18.6,162
488630,2019-01-28,11:39:54,18.0,1008.6,26.8,1015.5,9.0,3.2,0.00,0.0,000000,82.9,91
483820,2019-01-28,11:39:54,17.6,994.2,25.2,1011.9,6.0,3.7,0.00,0.0,000000,51.7,283
483810,2019-01-28,11:39:54,16.4,992.6,23.6,1013.9,6.1,8.1,0.01,0.0,010000,50.2,92
488450,2019-01-28,11:39:54,21.2,1012.1,22.0,1013.1,20.4,4.1,0.00,0.0,000000,79.2,15
488510,2019-01-28,11:39:54,18.4,1011.6,26.9,1037.8,6.0,8.5,0.00,0.0,000000,66.6,82
488460,2019-01-28,11:39:54,20.2,1020.6,26.7,1011.7,9.2,1.6,0.00,0.0,000000,79.1,172
483575,2019-01-28,11:39:54,21.9,1001.5,28.5,1005.7,11.0,3.4,0.00,0.0,000000,86.9,158
483570,2019-01-28,11:39:54,17.2,990.1,24.8,1005.3,12.4,3.4,0.00,0.0,000000,86.5,93
484075,2019-01-28,11:39:54,19.7,1014.6,28.0,1006.8,8.7,4.8,0.00,0.0,000000,61.2,149
484076,2019-01-28,11:39:54,14.0,1013.9,22.0,1035.8,6.2,5.2,0.00,0.0,000000,57.7,18
485010,2019-01-28,11:39:54,22.8,1009.5,28.4,1010.0,7.2,4.0,0.04,0.0,010000,50.3,163
485680,2019-01-28,11:39:54,21.6,1009.0,25.5,1011.7,10.1,24.0,0.11,0.0,010000,50.5,342
489125,2019-01-28,11:39:54,20.9,1007.6,26.4,989.9,11.5,5.4,0.00,0.0,000000,25.3,36
489130,2019-01-28,11:39:54,17.3,1010.5,24.0,1008.8,13.8,14.7,0.00,0.0,000000,52.6,227
489006,2019-01-28,11:39:54,21.8,991.3,28.6,986.8,11.0,1.4,0.00,0.0,000000,21.4,348
489005,2019-01-28,11:39:54,19.3,1007.3,26.6,1004.6,9.4,4.1,0.00,0.0,000000,9.3,112
489000,2019-01-28,11:39:54,20.1,1011.3,27.6,1011.2,12.8,9.2,0.00,0.0,000000,68.3,301
488770,2019-01-28,11:39:54,17.9,1012.8,22.6,1009.7,16.9,9.9,0.00,0.0,000000,44.2,52
489550,2019-01-28,11:39:54,16.8,1004.7,27.5,1010.6,23.9,9.1,0.00,0.0,000000,3.1,54
483030,2019-01-28,11:39:54,19.1,1021.5,25.1,1015.2,7.9,0.6,0.00,0.0,000000,64.7,174
488300,2019-01-28,11:39:54,6.5,991.0,26.5,1022.4,19.6,4.6,0.00,0.0,000000,22.3,78
483280,2019-01-28,11:39:54,17.7,991.5,26.1,1010.9,5.9,2.5,0.00,0.0,000000,81.4,86
488640,2019-01-28,11:39:54,19.6,1010.9,22.4,1012.0,10.0,11.0,0.00,0.0,000000,31.1,1
488695,2019-01-28,11:39:54,17.0,949.8,24.9,940.5,13.1,2.2,0.00,0.0,000000,84.3,45
483750,2019-01-28,11:39:54,18.8,1005.3,27.4,1011.4,7.0,3.6,0.00,0.0,000000,27.8,142
483770,2019-01-28,11:39:54,15.6,1002.2,28.9,1006.9,2.2,12.9,0.00,0.0,000000,82.8,120
488910,2019-01-28,11:39:54,22.5,1004.0,28.8,1006.8,11.7,7.8,0.00,0.0,000000,46.8,330
488915,2019-01-28,11:39:54,21.8,1006.2,26.4,999.6,9.4,8.4,0.00,0.0,000000,72.5,268
488926,2019-01-28,11:39:54,20.0,1004.6,26.9,1018.3,9.8,5.5,0.00,0.0,000000,2.3,270
489070,2019-01-28,11:39:54,20.6,1010.9,24.2,1011.4,21.6,10.2,0.00,0.0,000000,63.1,274
484620,2019-01-28,11:39:54,18.1,1017.3,28.1,1012.0,6.3,6.1,0.00,0.0,000000,50.9,183
488060,2019-01-28,11:39:54,11.1,932.7,23.9,1008.4,19.3,10.9,0.00,0.0,000000,11.8,337
489470,2019-01-28,11:39:54,16.8,990.9,27.5,1008.3,12.9,3.9,0.00,0.0,000000,61.8,45
483530,2019-01-28,11:39:54,15.1,1004.5,23.1,1013.4,6.5,4.6,0.00,0.0,000000,50.9,194
488660,2019-01-28,11:39:54,15.6,932.7,21.4,994.3,19.0,8.3,0.00,0.0,000000,50.1,93
488600,2019-01-28,11:39:54,17.7,1015.5,25.9,1016.4,17.9,3.4,0.00,0.0,000000,78.2,185
488671,2019-01-28,11:39:54,21.0,961.7,24.0,968.3,9.4,7.2,0.00,0.0,000000,35.3,60
488665,2019-01-28,11:39:54,18.7,924.8,24.2,948.8,10.5,9.7,0.00,0.0,000000,98.0,176
